id,TAGS (comma separated)
0ad1fb9a-8034-461c-a5d6-477afe16a861,"free browsing, travel, abroad, system, totalitarianism, communism, expectations, dreams, democracy, elections, propaganda, leaders, resistance, daily life"
20f7c4b0-c534-4e1b-87d4-e7545a860e25,"free browsing, system, totalitarianism, communism, work, army, choice, Soviet Union"
8fc9beba-ea18-4368-93ee-075eb1863a4b,"free browsing, transition, system, totalitarianism, expectations, work, democracy, capitalism, choice, friends"
6d29295c-fc1b-40c4-bfac-5cd96d3f5037,"free browsing, totalitarianism, communism, system, clientelism, leaders, food, daily life, society"
7f664714-2306-48be-b0aa-b8c53742a272,"free browsing, leaders,communism, feelings, propaganda, politicisation, education, work"
b8555fd4-efd5-46ca-8916-2e7fc536f8a9,"free browsing, transition, army, youth, media, participation, feelings"
6c4ec9db-e374-4f92-b69f-c86eb3d2cffd,"free browsing, transition, minorities, democracy, travel, abroad, Soviet Union, migration, belonging, media, education, history, nationalism, choice, religion, daily life, family, memory"
ec4ae84f-503b-47d3-9c21-e313b6852c49,"free browsing, migration, legislation, minorities, discrimination, memories, society, work, participation, democracy, system, belonging, travelling workshop"
a05a0f60-bc64-4f96-a86f-5b3ae402b536,"free browsing, dictatorship, belonging, religion, resistance, migration, freedom, choice"
8f8d0a6d-d52b-49ef-a583-72024aa37ecb,"free browsing, migration, belonging, memories, legislation, system, feelings, democracy"
13e5010e-fffa-429b-88ab-4764b728c884,"free browsing, migration, friends, belonging, society"
4f8dedd8-f686-468f-be6d-e5e4000c51f3,"free browsing, system, migration, discrimination, minorities, participation"
1099951e-c757-4693-9af9-9b09f21f20d1,"free browsing, dictatorship, religion, totalitarianism, fear, system, resistance, belonging, propaganda, abroad, memories"
fb3b6e40-39c6-4582-b9ed-016b7129b943,"free browsing, memories, democracy, capitalism, migration, discrimination, inequality, minorities, work, daily life, social security, money"
37b96cf1-a5ab-4fcf-91b1-81dd6ed94cf4,"free browsing, migration, minorities, belonging, society, democracy, system, feelings, travelling workshop"
62d57e55-8262-4230-bd6d-7231b9f5c42d,"free browsing, democracy, diversity, freedom, society, ideals, minorities, participation, travelling workshop"
a35f7a99-70ba-4314-8091-be7082e7d747,"free browsing, migration, system, democracy, discrimination, leaders, responsibility, accountability, disappointment, anger"
d7444420-c1ba-4ba5-b3e6-3055aa3c9e25,"free browsing, politicisation, daily life, system, totalitarianism, choice, participation, freedom, resistance"
12c63333-2f66-4b01-a5d8-fa049baf8638,"free browsing, democracy, elections, system, society, minorities, migration"
1cb8ed8a-726e-4640-98bf-aa4ff890a779,"free browsing, migration, memories, feelings, joy, system, democracy"
36c3a604-9807-4c52-8c85-6b4272789cb1,"free browsing, society, migration, system, feelings, belonging"
7df50b1e-afc6-448c-bd05-69097dab16d6,"free browsing, migration, legislation, minorities, discrimination, society, work, participation, democracy, system, belonging"
5fe95fed-a57c-4076-a314-0dad21b7e3ed,"free browsing, travelling workshop, diversity, equality, democracy, freedom, society, resistance, participation, politicisation, courage"
b4e9df31-e4c3-45eb-8bac-fe5f05098a82,"free browsing, democracy, diversity, discrimination, minorities, equality, resistance, foreign country, choice, work, privacy, friends, family, abroad "
7469e87e-3235-404a-b82c-7b5682afade1,"free browsing, democracy, diversity, minorities, inequality, resistance, choice, work, family, belonging, education, childhood, disappointment "
98521844-a1c8-42f0-9e6e-254b2fc002c2,"free browsing, belonging, society, childhood, minorities, discrimination, feelings"
fc5d8928-1d6b-4fe9-a737-eff21d74e2e6,"free browsing, minorities, leaders, elections, democracy, discrimination, culture, diversity, resistance, participation, responsibility, belonging, society"
bdf01c35-b73a-4720-9120-36e462e8d2b4,"free browsing, culture, diversity, friends, childhood, belonging, feelings"
4cb954c2-7409-4486-8e7b-a588a949c235,"free browsing, democracy, discrimination, housing, belonging, migration, society"
ae30284e-4923-4d81-a172-1beb78ccad1a,"free browsing, democracy, diversity, minorities, feelings, education, media, culture, ideals, childhood, society, belonging, memories"
0ba5cae4-947d-49f7-a3db-dc729534b702,"free browsing, travelling workshop, democracy, freedom, choice, fairness, discrimination, minorities, peace"
7c6d945f-5cd5-45ea-967c-a0dea5a1909b,"free browsing, travelling workshop, democracy, diversity, media, culture, peace, society"
f3aaf4fa-b503-43ca-a11d-855b278f5af3,"free browsing, education, discrimination, diversity, childhood, democracy, system, safety, participation, belonging, memories, minorities"
487229fe-7d4c-4fe3-8c80-90cee9f5b85e,"free browsing, democracy, discrimination, culture, media, society, peace, values, minorities, diversity, daily life, society, memories"
9ff56851-944b-4952-a443-e5cfc7ae2c18,"free browsing, system, democracy, minorities, discrimination, inequality,  feelings, belonging, society, childhood, diversity"
b93c500f-159b-4fd7-8ba9-ba9ea5022544,"free browsing, leaders, democracy, elections, minorities, migration, society,  feelings, dsappointment"
ee399135-31a2-4894-a3ad-a84fd7f4348d,"free browsing, memories, work, democracy, capitalism, discrimination, diversity, education, minorities, responsibility"
99b32fa3-31b7-48fb-a454-2fa287a33772,"free browsing, belonging, childhood, family, education, culture, society, feelings, minorities"
982144c8-0623-497f-acf8-48f19e92d763,"free browsing, travelling workshop, history, ideals, society, belonging"
ecdf4082-5cff-4356-9261-3c65d781b22f,"free browsing, migration, belonging, democracy"
a2f6bd5a-b3fb-482b-8701-c831b476c62e,"free browsing, family, childhood, joy, culture, memories"
64275fe3-c786-4fb8-9311-29aca748e386,"free browsing, culture, diversity, belonging, colonialism, history, family, society, freedom, LGBTQ+"
a7f6f6d4-a262-4272-87d6-0f6c99c6dd49,"free browsing, feelings, belonging, freedom, colonialism, history, memories, capitalism, money, society, minorities, discrimination, capitalism"
1826cd53-1e90-4596-b509-5a8c85e6e873,"free browsing, colonialism, democracy, responsibility, accountability, repression"
6e2ace16-80e9-4145-9cd9-c529605ab9e7,"free browsing, travelling workshop, democracy, participation, responsibility, accountability, freedom, courage, history"
dd3bccaa-bb09-4518-bfa6-3c411bbb6571,"free browsing, travelling workshop, democracy, participation, choice, courage, system"
83b44b84-fe92-47ee-a19f-a6e864c8682c,"free browsing, travelling workshop, colonialism, capitalism, culture"
8de5dc5b-6a28-4629-8b39-ca7ff274d932,"free browsing, travelling workshop, democracy, fairness, colonialism, history"
ec20343c-f881-4410-96ad-1d5d90c82f0c,"free browsing, inequality, colonialism, economy, feelings, history, expectations, imperialism, travel, responsibility, accountability, capitalism, anger"
6299649e-b9f5-48be-abc3-8ff14736160e,"free browsing, democracy, discrimination, culture, media, society, belonging, values, diversity, daily life, memories, feelings, colonialism, history, resistance, choice"
bed8fbd3-d375-486a-8d6a-196a44ad605d,"free browsing, minorities, LGBTQ+, youth, family, society, discrimination, inequality, feelings, belonging, diversity, oppression"
ab448fa6-20ab-4c81-9074-ae4cc0734a42,"free browsing, migration, minorities, LGBTQ+, youth, freedom, society, equality, feelings, belonging, diversity, safety"
37eb5115-7e55-4dfe-98d4-d65e1ec63ecc,"free browsing, family, expectations, feelings, daily life, memories, hope"
49f58017-c79d-48f7-ba12-48394d8960c4,"free browsing, communism, totalitarianism, education, childhood, family, resistance, politicisation, safety, feelings, propaganda"
434452af-6a3c-4816-b30e-cdcc37756926,"free browsing, migration, communism, capitalism, childhood, abroad, food, money, memories, feelings"
c40a48cb-97fc-4c83-a73b-eb91d16e7aa6,"free browsing, Communism, Capitalism, Daily Life, Choice, Courage, Freedom, Childhood, Resistance, Family, Migration, Travel, memories, abroad, economy, money, dreams, interests"
24e46265-fda9-4a12-a88e-ac973c01e774,"free browsing, Communism, System, Daily life, Family, Society, Social security, Solidarity, Economy, food, foreign country, travel, memories, totalitarianism"
afacca35-76f0-459c-a37e-854f2e6fc31e,"free browsing, Communism, System, Daily life, Family, Society, Social security, Solidarity, Economy, food, feelings, travel, abroad"
1baab0cc-8eaf-4755-9609-1b06eea17ea6,"free browsing, democracy, Capitalism, Transition, Feelings, Memories, Daily life, Work, Abroad, Foreign country, Humour, Society, Culture, Travel"
6f7d8e36-ab11-46f3-aa6c-4e96533dde70,"free browsing, Totalitarianism, Communism, Work, Choice, Resistance, Courage, Fear, Safety, System, Privacy, Violence, abroad, humour, family, youth"
531b65df-1ebc-4817-ac84-bb0bd67e9158,"free browsing, childhood, family, safety, food, daily life, system, leisure, education, war, joy, memories"
328f1b21-ed23-419b-a75d-ca89fbf3764f,"free browsing, childhood, abroad, memories, interests"
2a538126-6c14-4540-aff2-32dc8731bc20,"free browsing, childhood, Youth, Capitalism, Migration, Abroad, family, choice, resistance, belonging"
dab65611-abe0-48cd-802d-ca3a3ebaf540,"free browsing, childhood, Youth, Communism, Migration, Abroad, Choice, Family, belonging, resistance, memories"
5a94f542-04d3-4509-b3c8-69c185640c88,"free browsing, democracy, ideals, choice, participation, hope"
bb13705a-e151-4be2-a1dd-0ca7a6d76ffa,"free browsing, system, totalitarianism, communism, education, propaganda, family, childhood, memories"
491c2d5f-6052-4679-add4-39fa44891321,"free browsing, system, totalitarianism, communism, education, propaganda, family, childhood, safety"
be0f2e03-5f5b-4b44-86c9-78ffa82c066f,"free browsing, abroad, memories, daily life, migration, travel"
c7c2c48e-f1e4-413a-bcea-6dc315072aa3,"free browsing, democracy, freedom, youth, leisure, solidarity"
d1098a2c-9ded-40fb-8152-b0f637f83b14,"free browsing, democracy, system, leaders, elections, participation, responsibility, accountability"
2655eb3d-0c1e-4082-a0ed-5a1201632f24,"free browsing, transition, feelings, hope, expectations, fear"
5434e934-50d1-4568-a54a-1605f6298a41,"free browsing, communism, totalitarianism, work, resistance, media, freedom, system, expectations, feelings, memories"
a3771b14-d056-400a-8beb-54567e8c600b,"free browsing, travelling workshop, democracy, ideals, choice, participation, hope"
9c26ed5b-cc15-4add-a5de-5172c762a040,"free browsing, travelling workshop, democracy, participation, youth, freedom, elections, system, leaders"
5ad487b2-2c4a-4467-a421-74819efe906a,"free browsing, travelling workshop, transition, democracy, disappointment, youth, history, participation, dreams, ideals, responsibility"
d3390f92-df04-4c68-94eb-97d2a12f9ecf,"free browsing, democracy, equality, participation, childhood, youth, leisure, responsibility"
2aee9a22-a77b-421d-b012-6eb3bcfa97de,"free browsing, feelings, freedom, transition, joy"
7e6b971a-a818-4785-890e-5d10c9d05211,"free browsing, memories, communism, totalitarianism, foreign country, resistance, humour, army, childhood, leisure"
7463eed1-a0f4-43c8-8330-f722e2fd6684,"free browsing, history, democracy, dictatorship, youth, responsibility, accountability, participation"
a733f39c-97c1-4ff8-bf62-5bad92bbc3bf,"free browsing, system, totalitarianism, solidarity, childhood, communism, belonging"
d99c77e8-c180-4713-8799-18030bc058c3,"free browsing, communism, system, resistance, courage, culture, censorship, repression, totalitarianism"
5c382c95-c79b-4879-a97c-1cffeedca1eb,"free browsing, youth, system, migration, legislation, rule of law, ideals, nationalism, history, democracy"
d664e620-ed36-4762-b8a4-41c9ded2366e,"free browsing, democracy, system, migration, expectations, violence, rule of law, disappointment, feelings"
8c6f39a4-df13-41b3-8f2e-805d97c80381,"free browsing, propaganda, education, childhood, totalitarianism, system, communism, abroad"
a5a2acb2-df87-41af-ac98-e2ed0010db8f,"free browsing, propaganda, education, childhood, totalitarianism, system, communism"
14307c44-1a11-4f6c-aec1-b63170c608e6,"free browsing, childhood, education, culture, memories, daily life, safety, leisure, repression"
9b30e8ce-9b01-4f29-93e8-585b6985e8cf,"free browsing, childhood, abroad, travel, expectations, memories, dreams"
41ed1e34-ec6e-4c6a-b081-16b14aea6349,"free browsing, resistance, politicisation, elections, transition, participation, family, freedom, choice"
020465e3-cda6-441b-8ebc-d0c0eeba6686,"free browsing, youth, history, daily life, system, communism"
b73d02d0-d98b-4763-87e8-f470039b1f8d,"free browsing, youth, system, family, history, memory, democracy"
32f2013f-9fb7-4e54-9489-a72662b19fc6,"free browsing, youth, transition, history, democracy, disappointment, accountability, responsibility"
baf8a1bc-13c6-40d4-9e3b-903fd6bfb294,"free browsing, youth, values, solidarity, participation, society, democracy, equality, diversity, elections, leaders, propaganda, feelings, travelling workshop"
f95ab3cb-85e6-47f9-81e4-8ca0c7aeaf05,"free browsing, education, courage, resistance, propaganda, freedom, communism, totalitarianism, childhood, socialism, ideals, Soviet Union"
228092b9-551c-4393-ba88-8c4b636e972d,"free browsing, daily life, media, freedom, system, totalitarianism, family, abroad, memories, education, history, politicisation, money"
915e52db-f768-4025-aaae-9361532be474,"free browsing, democracy, ideals, choice, participation, minorities, expectations, freedom, LGBTQ+"
f29b9c6f-e5cd-488c-b588-a4e91b93744f,"free browsing, democracy, system, accountability, leaders, elections, work"
cbf8f62f-cb78-4131-9f31-4c0073eff356,"free browsing, travelling workshop, democracy, system, diversity, fear, youth, propaganda, dictatorship, history, abroad"
751d730f-a307-4135-b13b-1918a9991755,"free browsing, free browsing, democracy, system, freedom, inequality, choice"
2b09bebe-d809-41cf-a287-773f69f8bb73,"free browsing, religion, courage, resistance, education, dictatorship, family, fear, childhood, belonging, memories"
df38bd23-036c-43c1-91f8-5eeddffc29fb,"free browsing, dictatorship, resistance, media, totalitarianism, dreams, ideals, memories, politicisation, censorship"
bec228a9-df76-4c00-a393-35cd1838ab1e,"free browsing, dictatorship, resistance, media, totalitarianism, dreams, ideals, memories, politicisation, censorship"
fba60af9-eaca-4d28-bfa7-98463cfc7738,"free browsing, democracy, system, colonisation, transition, dictatorship, feelings, expectations"
25b68106-8182-44e4-a0ca-12aff1ba6caa,"free browsing, expectations, hope, ideals, democracy, fascism"
cb1a319d-2884-4749-8c32-55747a479c37,"free browsing, fascism, family, childhood, dictatorship"
a15a9c39-d9e4-42be-814f-2271086f46f0,"free browsing, family, gender, dictatorship, society, education, politicisation, fear, childhood, daily life, leaders, fascism, values"
080bf441-261e-45cf-b7d5-8e79ca5851bf,"free browsing, family, resistance, childhood, memories, gender, dictatorship, society, leaders, fascism"
ed6bb1cb-a0e7-4053-912d-8c9ace47c86d,"free browsing, totalitarianism, dictatorship, resistance, friends, censorship"
ba1c9644-002a-40a3-8ec5-55726ca71ec3,"free browsing, travelling workshop, money, inequality, freedom, capitalism, democracy, fairness"
c37663ba-e623-419c-a3f1-26d52e68d29f,"free browsing, travelling workshop, fairness, freedom, democracy, money, human rights, solidarity"
88648553-c6ea-4b4c-bf96-466330cd6c6d,"free browsing, money, capitalism, freedom, discrimination, minorities, society, culture, equality, values, fairness, anger"
93759f1a-7767-4d8a-9a1b-3d619d18d414,"free browsing, youth, education, solidarity, daily life"
a915ae63-3c97-461d-aa63-bb223eda4278,"free browsing, society, economy, money, values, system"
f63a0c6b-8898-4b51-bd74-80eb755d9b96,"free browsing, system, belonging, migration, legislation, minorities, discrimination, colonialism, democracy"
f66d6254-81bc-402c-a86f-f176ffb6ec0b,"free browsing, travelling workshop, democracy, ideals, participation, politicisation"
07738a97-2789-4371-9083-bccbd025be7c,"free browsing, memories, society, feelings, dictatorship, transition, abroad, migration"
c374e34e-8ba5-40bb-8223-eac3aee53942,"free browsing, memories, transition, system, democracy, capitalism, colonialism, peace, war, economy, society, ideals, work, daily life, feelings, freedom"
956b7fdc-51b5-4e48-9e43-213edf160388,"free browsing, dictatorship, totalitarianism, system, resistance"
ba53fe2e-396a-4926-89fb-938990147246,"free browsing, democracy, system, transition, participation, ideals, disappointment"
473de854-532a-41cc-ba7b-b4e1ea2f11bc,"free browsing, democracy, inequality, economy, leaders, legislation, resistance, culture, media, education, society, hope, capitalism, anger, travelling workshop"
6e5bf059-6817-4070-b258-3e6ec51a8c0f,"free browsing, religion, courage, resistance, education, dictatorship, family, fear, childhood, discrimination, belonging, memories"
05137511-9ced-404e-b895-0db333a55929,"free browsing, religion, courage, resistance, education, dictatorship, family, fear, childhood, discrimination, belonging, memories"
4b7e6372-46bb-4ea7-8766-e987ba3418b1,"free browsing, education, system, democracy, equality, diversity"
88f8d6dd-f8c5-486c-b8cb-682995ada8b9,"free browsing, childhood, system, dictatorship, family, friends, resistance, totalitarianism, dreams, ideals, memories, values, politicisation, solidarity"
589e627d-5df1-4022-a7c3-588a7528493a,"free browsing, childhood, system, dictatorship, family, friends, resistance, totalitarianism, dreams, ideals, memories, values, politicisation, solidarity"
52d663e9-1e2d-4dd5-ab1f-c310d92ddab7,"free browsing, fear, dictatorship, religion, freedom"
35207102-89ad-44f9-95b8-2799c32aaa6c,"free browsing, dictatorship, joy, friends, resistance,  totalitarianism, dreams, ideals, memories, values, politicisation, solidarity"
b52d2f37-bc9a-4508-8091-da8a1a76f6eb,"free browsing, youth, participation, resistance, dreams, solidarity, system"
0dfe1e94-76bd-453e-8349-179f970b6d3e,"free browsing, democracy, expectations, disappointment, inequality, ideals, participation, system, culture, society, daily life, leaders, belonging, capitalism, work, social security, solidarity"
f305513c-8f3a-415a-9687-8005c42b3fbb,"free browsing, travelling workshop, memory, history, youth, history, propaganda, oppression, freedom"
8148aa7c-798c-4bf8-bf64-81a5efd19935,"free browsing, childhood, safety, family, totalitarianism, food, communism, dictatorship"
5d81900e-10c0-4942-8d51-bf5da2fee092,"free browsing, childhood, memories, safety, food, family, communism, dictatorship"
0e9d6229-a63d-40b1-82bb-0b9bd60d103a,"free browsing, democracy, transition, leaders, society, memory, values, disappointment"
29c2666e-4637-4d0d-85e8-6c6b4f604686,"free browsing, abroad, media, culture, daily life, dreams, memories, leisure, childhood"
bfc04243-54be-475f-bdf4-6346d518d260,"free browsing, freedom, youth, democracy, participation, freedom, money, capitalism"
d3c89551-74b2-48c7-8603-c31c163a93a2,"free browsing, communism, democracy, totalitarianism, freedom, travel, system"
a30c8e97-7355-45db-9a7e-91b66899232f,"free browsing, transition, army, dictatorship, youth, fear, feelings"
a919682e-ec14-439a-9b59-5e0d5dc9f65b,"free browsing, travel, transition, freedom, money, daily life, capitalism"
3fc0710f-f90e-4fbf-b93b-f1aeeb01e254,"free browsing, dictatorship, system, society, freedom, daily life, repression, censorship, family, privacy, memories, youth"
117f1dd5-b947-4e1f-8e62-9e78f40372d5,"free browsing, memories, dictatorship, communism, work, oppression, leaders, system, feelings, daily life"
4d162c73-5ed8-4aca-8a90-aaee7261dffb,"free browsing, childhood, totalitarianism, daily life, work, system, abroad, resistance, culture, memories, capitalism, dreams"
6f2186e7-67c9-4c43-bd60-5a84b1ff9d01,"free browsing, democracy, transition, freedom, leaders, travelling workshop"
d2ad5b9d-aeaa-4d61-ab32-df17fc690059,"free browsing, democracy, freedom, safety, society, fear"
e34571ab-850b-4ed3-ac38-78a0dd6699fb,"free browsing, expectations, democracy, leaders, ideals, system, freedom, transition"
e5e5a48b-d096-4e2e-992d-9893b55de8ae,"free browsing, expectations, hope, leaders, democracy, disappointment, feelings, travelling workshop"
17b2c783-f0a6-4bce-ba13-724f3fd22fcb,"free browsing, democracy, freedom, elections, ideals, dictatorship, feelings, travelling workshop"
6c3a23f9-e01a-4f0c-88dc-d2f88f29c558,"free browsing, memories, transition, communism, work, choice, economy, money, daily life, capitalism"
c88ee8f1-7465-479f-9cf9-335c7dc8e766,"free browsing, memories, dictatorship, communism, system, opression, fear, safety, society, feelings, daily life"
62a4b6fa-723e-4f7c-a01f-329d9ed7fa23,"free browsing, memories, dictatorship, communism, participation, society, feelings"
54eefa6d-95f0-48be-9e9d-c4f227ad3c0e,"free browsing, communism, feelings, totalitarianism, dictatorship, dreams, ideals, youth, history, memory, memories"
393fe217-b760-4644-8172-e01e88f5fda5,"free browsing, childhood, daily life, communism, system, totalitarianism, dictatorship"
a7b996b7-e066-4016-b8cd-fa398114fa3b,"free browsing, travelling workshop, transition, democracy, economy, money, freedom, travel, social security, abroad, migration"
07681247-08d0-4a1e-acf1-d84ca4f3cf96,"free browsing, transition, democracy, communism, capitalism, choice, travelling workshop"
dac81da3-c70d-4735-91a2-80d2e80f7543,"free browsing, transition, system, education, history, propaganda, childhood, memories"
291266b2-8570-4c80-be49-f977b8c55239,"free browsing, transition, system, education, history, propaganda, childhood, memories"
f13b1aa7-1b85-4ac4-b656-b294641ef96b,"free browsing, transition, capitalism, work, social security, money, system, daily life"
5d808bf8-096a-4eb9-90da-6dd515583d6f,"free browsing, communism, system, family, childhood, abroad, daily life, peace, memories, safety"
55dfb8e9-4cc2-47d3-9b1c-48269d50dfaa,"free browsing, travelling workshop, resistance, violence, memories, dictatorship"
72078617-bba5-4871-b289-70e4502ad539,"free browsing, travelling workshop, democracy, choice, ideals, accountability, rule of law"
8e2b2286-a9bd-4f13-b150-a2013fa659b0,"free browsing, travelling workshop, democracy, elections, participation, resistance, housing, work, social security, disappointment, feelings, expectations, freedom, capitalism, economy, solidarity"
64087f65-a0f0-4aad-af64-fab644ee9808,"free browsing, travelling workshop, democracy, elections, leaders, freedom, responsibility, accountability"
104480ce-00c2-4e94-b6b6-0fac88516d31,"free browsing, travelling workshop, democracy, elections, resistance, leaders, responsibility, accountability, oppression, violence, media, disappointment, inequality, rule of law"
2e1a76ab-3adc-4089-95d7-63340f983954,"free browsing, travelling workshop, democracy, disappointment, elections, human rights, media, leaders"
e9deace0-555e-4011-a45b-5d81f1054b40,"free browsing, travelling workshop, war, peace, fairness, economy, inequality, capitalism, youth"
f5f3778c-76c3-46b5-ac6f-d88b0feb21aa,"free browsing, ideals, family, politicisation, communism, history"
28e06b5a-d454-410a-86e4-43b317c4a26e,"free browsing, system, dictatorship, resistance, friends, abroad, communism, ideals, capitalism, leaders, corruption, freedom, history, clientelism"
4ad98e79-1739-4165-ac39-ce63f4843554,"free browsing, system, dictatorship, resistance, friends, abroad, communism, ideals, capitalism, leaders, corruption, freedom, history, clientelism"
ac596ac0-911c-4eed-92c6-5d220bcb4447,"free browsing, abroad, travel, system, democracy, dictatorship, resistance, freedom, participation"
5641f4c9-209b-4783-9289-66fb500444a1,"free browsing, youth, participation, democracy, politicisation"
f612c1c8-274a-4f86-8eba-94a6ee047a7f,"democracy, elections, leaders, inequality, economy, ideals, media, responsibility, accountability"
054cc997-0abb-4060-8475-cfb085ac6456,"free browsing, media, democracy, memories, freedom, capitalism, human rights, feelings, disappointment"
332a6422-2e36-4253-b0df-52526ecda033,"free browsing, ideals, economy, society, war, education, history"
b50cd51f-4012-4017-9ca8-2311c657021e,"free browsing, family, education, dictatorship, system, childhood, youth, religion, fascism"
cac0ec73-421a-4cce-aedf-a0c19984fc9a,"free browsing, family, resistance, humour, totalitarianism, fascism, dictatorship, system, friends, childhood, youth, daily life, fear"
3c58d009-5fb1-43fc-baad-45aad0297ac0,"free browsing, fascism, dictatorship, totalitarianism, system, resistance, youth, society, courage, safety, humour, prison, feelings"
7ca43298-8b2a-4564-b23c-904f6a698a4d,"free browsing, democracy, system, capitalism, inequality, disappointment, history"
d4df512d-becf-4d80-8a80-6c57cbfe19c8,"free browsing, democracy, system, capitalism, freedom, resistance, society, work, ideals, values, dreams, disappointment, choice"
d0293d3c-3257-4bcd-af2e-3960e98809f8,"free browsing, youth, democracy, ideals, corruption, participation, elections, dreams"
df67e3e8-6dd2-4b89-ba90-c1bf981dcd0e,"free browsing, democracy, elections, resistance, economy, social security, corruption, leaders, system, responsibility, accountability, rule of law, capitalism, communism, housing, work, anger"
82cb935a-20f5-4d7f-8e60-782c192a6929,"free browsing, family, education, fear, violence, abroad, system, dictatorship, totalitarianism, childhood, friends, prison"
5c349b0a-6e2b-4359-8aad-f61d335039b2,"free browsing, democracy, system, dictatorship, ideals"
ee67f9be-c055-4ded-b372-6b86e73eaebd,"free browsing, childhood, system, dictatorship, resistance, abroad, daily life, family, education, expectations, fascism"
5f51838d-b08a-4ebb-867a-153d0e57053f,"free browsing, abroad, travel, system, democracy, dictatorship, resistance, communism"
3985354b-3c23-423e-a8ed-32dbc59484a2,"free browsing, elections, system, democracy, transition, freedom, dictatorship, fascism, disappointment"
553e711c-d8af-47ce-a927-7153f5f155a7,"free browsing, leaders, values, economy, society, inequality, capitalism, democracy, ideals"
779f9996-029a-4d69-871a-461972f4e7b2,"free browsing, fascism, democracy, history, system"
93ceb989-1d17-4b4e-83fc-3b4ea0f0e2a4,"free browsing, totalitarianism, dictatorship, fascism, system, resistance, youth, courage, repression, violence, memories"
7bd512b3-269f-49de-b359-0f64516acfa3,"free browsing, war, democracy, leaders, system, colonialism, communism"
f26318bf-d5d7-4f20-91b4-494c9836cdbb,"free browsing, travelling workshop, dictatorship, democracy, family, transition, ideals, capitalism, system, solidarity, fascism"
dbed72c3-7fbe-439d-b9a0-1fd53716ddeb,"free browsing, travelling workshop, youth, education, leisure, capitalism, values, participation, society, democracy"
00940c0d-3bac-4ebb-9c5a-e0914fdb1326,"free browsing, democracy, resistance, ideals, participation, family, youth, expectations, disappointment, feelings, travelling workshop"
245d59ee-3dbd-4fcf-8225-57d42d4ea238,"free browsing, resistance, youth, participation, democracy, money, capitalism, accountability, responsibility, leisure, solidarity, ideals, family, work, daily life, choice, travelling workshop"
92328743-6327-4aa4-97c3-cb1901dfe331,"free browsing, resistance, youth, participation, democracy, money, capitalism, accountability, responsibility, leisure, solidarity, ideals, family, work, choice, daily life"
3f2772fb-9d24-4c0d-b94d-ee889cd8cbfe,"free browsing, education, values, system, capitalism, work, leisure, memories, family, freedom, choice, youth, abroad, travel"
4a40a08d-b531-4227-b73d-1c34ed6c7c73,"free browsing, childhood, migration, politicisation, dictatorship, fear, memories, communism, ideals, family"
a9d7f98c-d57d-41c7-be96-b29384dc5dc9,"free browsing, childhood, family, war, communism, dictatorship, discrimination"
ef2cd67e-1415-4211-a0cb-c27fcd0e5f51,"free browsing, democracy, capitalism, system, disappointment, economy, money, work, expectations, social security, fairness, feelings"